,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
TARGA RESOURCES CORP,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,211130,225376.6032694848,Natural Gas Extraction ,110055522019.0,2020,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,"31.7371, 101.7987",MIDKIFF,TX,79755,UPTON COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,73.0,211130,164524.92038672388,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA SILVER OAK GAS PLANT,211130,72418.91407091246,Natural Gas Extraction ,110058240158.0,2020,TARGA SILVER OAK GAS PLANT,8402 County Road 107,Tuleta,TX,78162,BEE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,72418.91407091246,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA TUPELO GAS PROCESSING PLANT,211130,30042.14883765755,Natural Gas Extraction ,110058240167.0,2020,TARGA TUPELO GAS PROCESSING PLANT,,Coalgate,OK,74538,COAL COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,30042.14883765755,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Gas Processing LLC - Longhorn Gas Plant,211130,68595.14038758785,Natural Gas Extraction ,110063697389.0,2020,Targa Gas Processing LLC - Longhorn Gas Plant,,Decatur,TX,76234,WISE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,68595.14038758785,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Gas Processing LLC - High Plains HOPSON Gas Plant,211130,148780.1619096517,Natural Gas Extraction ,110058379525.0,2020,Targa Gas Processing LLC - High Plains HOPSON Gas Plant,,Midland,TX,79706,MIDLAND COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,148780.1619096517,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Badlands LLC - Little Missouri Gas Plant,211130,136289.9231202103,Natural Gas Extraction ,110056210149.0,2020,Targa Badlands LLC - Little Missouri Gas Plant,1939 125th Avenue Northwest,Watford City,ND,58854,MCKENZIE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,136289.9231202103,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA PEMBROOK GAS PROCESSING PLANT,211130,234018.932,Natural Gas Extraction ,110063744854.0,2020,TARGA PEMBROOK GAS PROCESSING PLANT,1500 CR 135,MIDKIFF,TX,79755,UPTON COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,73.0,211130,170833.82035999998,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA Buffalo Gas Processing Plant,211130,77251.28621396777,Natural Gas Extraction ,110070082304.0,2020,TARGA Buffalo Gas Processing Plant,2833 N FM 1212,Stanton,TX,79782,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,73.0,211130,56393.43893619647,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 350 South Oklahoma Folded Belt GB,211130,191496.90025088322,Natural Gas Extraction ,110070082305.0,2020,Targa Resources Corp. 350 South Oklahoma Folded Belt GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,191496.90025088322,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 425 Bend Arch GB,211130,45976.063755619,Natural Gas Extraction ,110070082309.0,2020,Targa Resources Corp. 425 Bend Arch GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,45976.063755619,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 345 Arkoma Basin GB,211130,80394.87900833938,Natural Gas Extraction ,110070082310.0,2020,Targa Resources Corp. 345 Arkoma Basin GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,80394.87900833938,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 420 Fort Worth Syncline GB,211130,228112.5136247171,Natural Gas Extraction ,110070082325.0,2020,Targa Resources Corp. 420 Fort Worth Syncline GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,228112.5136247171,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 430 Permian Basin GB,211130,2464731.24509941,Natural Gas Extraction ,110070082329.0,2020,Targa Resources Corp. 430 Permian Basin GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,2464731.24509941,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,"Targa Resources Corp. 220 Gulf Coast Basin (LA, TX) GB",211130,103393.28293239619,Natural Gas Extraction ,110070082333.0,2020,"Targa Resources Corp. 220 Gulf Coast Basin (LA, TX) GB","811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,103393.28293239619,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 360 Anadarko Basin GB,211130,380811.01913074305,Natural Gas Extraction ,110070082342.0,2020,Targa Resources Corp. 360 Anadarko Basin GB,811 Louisiana Suite 2100,Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,380811.01913074305,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 375 Sedgwick Basin GB,211130,53589.43297859183,Natural Gas Extraction ,110070082343.0,2020,Targa Resources Corp. 375 Sedgwick Basin GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,53589.43297859184,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Resources Corp. 395 Williston Basin GB,211130,128132.52121889088,Natural Gas Extraction ,110070082345.0,2020,Targa Resources Corp. 395 Williston Basin GB,"811 Louisiana, Suite 2100",Houston,TX,77002,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,128132.52121889088,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA LOVING GAS PROCESSING PLANT,211130,23189.924686315306,Natural Gas Extraction ,,2020,TARGA LOVING GAS PROCESSING PLANT,4173 Private Road 4051,Loving County,TX,79754,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,23189.924686315306,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA RAPTOR GAS PROCESSING PLANT,211130,8152.38378044191,Natural Gas Extraction ,110070209462.0,2020,TARGA RAPTOR GAS PROCESSING PLANT,2656 South Interstate 35,Cotulla,TX,78014,LA SALLE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,8152.383780441911,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA WILDCAT GAS PROCESSING PLANT,211130,163197.80342854277,Natural Gas Extraction ,,2020,TARGA WILDCAT GAS PROCESSING PLANT,8496 W State HWY 302,Kermit,TX,79745,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,163197.80342854277,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA HICKORY HILLS GAS PROCESSING PLANT,211130,54647.79078191439,Natural Gas Extraction ,,2020,TARGA HICKORY HILLS GAS PROCESSING PLANT,8636 U.S. HWY 270,Stuart,OK,74570,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,60.0,211130,32788.67446914863,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA OAHU GAS PROCESSING PLANT,211130,40728.62269412313,Natural Gas Extraction ,,2020,TARGA OAHU GAS PROCESSING PLANT,3542 FM 1776,Coyanosa,TX,79743,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,40728.62269412313,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA FALCON GAS PROCESSING PLANT,211130,44168.71,Natural Gas Extraction ,110070931019.0,2020,TARGA FALCON GAS PROCESSING PLANT,,Orla,TX,79770,CULBERSON COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,44168.71,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,"GCX Waha Compressor Station, TX",486210,41867.854,Pipeline Transportation of Natural Gas,110070931028.0,2020,"GCX Waha Compressor Station, TX",,Coyanosa,TX,79730,PECOS COUNTY,"811 Louisiana, Suite 200",Houston,TX,77002,25.0,486210,10466.9635,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA PEREGRINE GAS PROCESSING PLANT,211130,26921.791357498238,Natural Gas Extraction ,,2020,TARGA PEREGRINE GAS PROCESSING PLANT,14912 FM 652,Orla,TX,79770,,811 Louisiana Street,Houston,TX,77002,100.0,211130,26921.791357498238,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA GATEWAY GAS PROCESSING PLANT,211130,59733.25285473248,Natural Gas Extraction ,,2020,TARGA GATEWAY GAS PROCESSING PLANT,20601 TX-137,Garden City,TX,79739,,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,59733.25285473248,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
